resource_code,name,resource_type,category,unit,base_price,min_price,max_price,currency,usage_count,source,region,specifications,is_active
DXME-RIME-RIRI_MEDXME,"Reinforcement winding machines for tanks up to 10,000 m3",equipment,General,Machine hours,13.47,13.47,13.47,EUR,1,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 13.47, ""price_variants_count"": 1, ""avg_cost_per_use"": 96.6, ""avg_quantity_per_use"": 7.17, ""used_in_rate_codes"": 1, ""row_type"": ""Resource"", ""is_material"": false, ""is_machine"": true, ""is_abstract"": false, ""parent_category"": ""CONSTRUCTION WORK"", ""parent_collection"": ""Monolithic concrete and reinforced concrete structures"", ""parent_department"": ""PERFORMANCE OF OTHER WORKS IN CAPACITY STRUCTURES"", ""parent_section"": ""Winding reinforcing steel on the walls of storage facilities"", ""machine_class"": ""Mechanized tools, devices, machines, other units"", ""electricity_kwh_per_hour"": 12.11, ""electricity_cost_per_unit"": 1.62}",True
KAME-LI-KANE-KAME_KAKAKAPU,"Waterproofing and vapor barrier tapes made of butyl rubber, laminated with non-woven material on one side, with an adhesive layer on one side and an anti-adhesive coating on the other, beige color, width 70 mm, thickness 2 mm",material,Waterproofing,m,0.44,0.44,0.44,EUR,1,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 0.44, ""price_variants_count"": 1, ""avg_cost_per_use"": 47.24, ""avg_quantity_per_use"": 107.2, ""used_in_rate_codes"": 1, ""row_type"": ""Resource"", ""is_material"": true, ""is_machine"": false, ""is_abstract"": false, ""parent_category"": ""CONSTRUCTION WORK"", ""parent_collection"": ""Monolithic concrete and reinforced concrete structures"", ""parent_department"": ""WATER SUPPLY AND SEWAGE SYSTEM STRUCTURES"", ""parent_section"": ""Installation of reinforced concrete casing on the pipeline""}",True
RIRI-RI-KARI-MENE_KAKAKANE,Stand for wired broadcasting network lines RS-III-TO.NE,material,Electrical,pcs,878.1,878.1,878.1,EUR,1,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 878.1, ""price_variants_count"": 1, ""avg_cost_per_use"": 878.1, ""avg_quantity_per_use"": 1.0, ""used_in_rate_codes"": 1, ""row_type"": ""Resource"", ""is_material"": true, ""is_machine"": false, ""is_abstract"": false, ""parent_category"": ""CONSTRUCTION WORK"", ""parent_collection"": ""Communication, radio broadcasting, and television facilities"", ""parent_department"": ""WIRED COMMUNICATIONS FACILITIES"", ""parent_section"": ""SUPPORT PILLARS FOR STANDING LINES""}",True
RIME-ME-KASA-KAME_KAKAMESA,Flexible power cable with copper conductors KG 1x16-660,material,Electrical,1000 m,5287.28,5287.28,5287.28,EUR,1,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 5287.28, ""price_variants_count"": 1, ""avg_cost_per_use"": 1.06, ""avg_quantity_per_use"": 0, ""used_in_rate_codes"": 1, ""row_type"": ""Resource"", ""is_material"": true, ""is_machine"": false, ""is_abstract"": false, ""parent_category"": ""EQUIPMENT INSTALLATION"", ""parent_collection"": ""Process pipelines"", ""parent_department"": ""MISCELLANEOUS WORK RELATED TO PIPE INSTALLATION"", ""parent_section"": ""Heat treatment of welded pipe joints""}",True
KARI-RI-KAPU-KATO_KAKAMESA,Enriched sand-gravel mixture with 65-75% gravel content,material,Aggregates & Earth,m3,48.77,48.77,48.77,EUR,1,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 48.77, ""price_variants_count"": 1, ""avg_cost_per_use"": 19124.22, ""avg_quantity_per_use"": 392.15, ""used_in_rate_codes"": 1, ""row_type"": ""Resource"", ""is_material"": true, ""is_machine"": false, ""is_abstract"": false, ""parent_category"": ""CONSTRUCTION WORK"", ""parent_collection"": ""Earthworks"", ""parent_department"": ""OTHER TYPES OF EARTHWORKS, PREPARATORY, ACCOMPANYING AND REINFORCEMENT WORKS"", ""parent_section"": ""REINFORCEMENT OF EARTHEN STRUCTURE SLOPES""}",True
DXME-RIME-RIRI_MEPUME,Electricity: consumption KA.LITO kWh/machine-hour,electricity,Electricity,Machine hours,0.1,0.1,0.1,EUR,1,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 0.1, ""price_variants_count"": 1, ""avg_cost_per_use"": 0.1, ""avg_quantity_per_use"": 1.05, ""used_in_rate_codes"": 1, ""row_type"": ""Electricity"", ""is_material"": false, ""is_machine"": true, ""is_abstract"": false, ""parent_category"": ""CONSTRUCTION WORK"", ""parent_collection"": ""Earthworks"", ""parent_department"": ""OTHER TYPES OF EARTHWORKS, PREPARATORY, ACCOMPANYING AND REINFORCEMENT WORKS"", ""parent_section"": ""EXCAVATION OF PERMANENTLY FROZEN AND ROCKY SOILS"", ""machine_class"": ""Mechanized tools, devices, machines, other units"", ""electricity_kwh_per_hour"": 0.73, ""electricity_cost_per_unit"": 0.1}",True
MEPU-SA-KATO-KAME_KAKAMERI,"Polyvinyl butyral powder paint for corrosion protection and decorative properties of surfaces P-VL-212, colored",material,Wood & Timber,t,8166.46,8166.46,8166.46,EUR,1,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 8166.46, ""price_variants_count"": 1, ""avg_cost_per_use"": 620.65, ""avg_quantity_per_use"": 0.08, ""used_in_rate_codes"": 1, ""row_type"": ""Resource"", ""is_material"": true, ""is_machine"": false, ""is_abstract"": false, ""parent_category"": ""CONSTRUCTION WORK"", ""parent_collection"": ""Floors"", ""parent_department"": ""FLOORS"", ""parent_section"": ""Installation of xylolite and polyvinyl acetate coatings""}",True
KAME-LI-KALI-KATO_KAKAMEME,Oxidized polyethylene wax,material,General,kg,10.14,10.14,10.14,EUR,1,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 10.14, ""price_variants_count"": 1, ""avg_cost_per_use"": 10.14, ""avg_quantity_per_use"": 1.0, ""used_in_rate_codes"": 1, ""row_type"": ""Resource"", ""is_material"": true, ""is_machine"": false, ""is_abstract"": false, ""parent_category"": ""CONSTRUCTION WORK"", ""parent_collection"": ""Floors"", ""parent_department"": ""FLOORS"", ""parent_section"": ""Installation of xylolite and polyvinyl acetate coatings""}",True
RITO-TO-KATO-KARI_KAKANEME,"Seamless hot-rolled steel pipes with chamfered edges, steel grades 10, 20, 35, outer diameter 89 mm, wall thickness TO.SA mm",material,Steel & Metal,m,26.5,26.5,26.5,EUR,1,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 26.5, ""price_variants_count"": 1, ""avg_cost_per_use"": 10.6, ""avg_quantity_per_use"": 0.4, ""used_in_rate_codes"": 1, ""row_type"": ""Resource"", ""is_material"": true, ""is_machine"": false, ""is_abstract"": false, ""parent_category"": ""CONSTRUCTION WORK"", ""parent_collection"": ""Internal piping"", ""parent_department"": ""INSTALLATION OF SANITARY FITTINGS AND HYDRAULIC TESTING OF SYSTEMS"", ""parent_section"": ""Connection to existing internal heating and water supply pipe networks""}",True
RITO-TO-KANE-KARI_KAKAKAPU,"Galvanized welded steel pipes for water and gas pipelines with threaded ends, standard, nominal diameter 32 mm, wall thickness TO.RI mm",material,Steel & Metal,m,6.33,6.33,6.33,EUR,1,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 6.33, ""price_variants_count"": 1, ""avg_cost_per_use"": 2.53, ""avg_quantity_per_use"": 0.4, ""used_in_rate_codes"": 1, ""row_type"": ""Resource"", ""is_material"": true, ""is_machine"": false, ""is_abstract"": false, ""parent_category"": ""CONSTRUCTION WORK"", ""parent_collection"": ""Internal piping"", ""parent_department"": ""INSTALLATION OF SANITARY FITTINGS AND HYDRAULIC TESTING OF SYSTEMS"", ""parent_section"": ""Connection to existing internal heating and water supply pipe networks""}",True
MEVO-TO-KAME-KATO_KAKAKATO,"Watering hoses, diameter 40 mm",material,Water & Utilities,m,13.33,13.33,13.33,EUR,1,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 13.33, ""price_variants_count"": 1, ""avg_cost_per_use"": 266.67, ""avg_quantity_per_use"": 20.0, ""used_in_rate_codes"": 1, ""row_type"": ""Resource"", ""is_material"": true, ""is_machine"": false, ""is_abstract"": false, ""parent_category"": ""CONSTRUCTION WORK"", ""parent_collection"": ""Internal piping"", ""parent_department"": ""INSTALLATION OF SANITARY FITTINGS AND HYDRAULIC TESTING OF SYSTEMS"", ""parent_section"": ""Installation of taps""}",True
MEVO-TO-KAME-KAME_KAKASATO,"Fire hose connection head, pressure hose GR, pressure ME.RI MPa, diameter 40 mm",material,General,pcs,6.21,6.21,6.21,EUR,1,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 6.21, ""price_variants_count"": 1, ""avg_cost_per_use"": 12.43, ""avg_quantity_per_use"": 2.0, ""used_in_rate_codes"": 1, ""row_type"": ""Resource"", ""is_material"": true, ""is_machine"": false, ""is_abstract"": false, ""parent_category"": ""CONSTRUCTION WORK"", ""parent_collection"": ""Internal piping"", ""parent_department"": ""INSTALLATION OF SANITARY FITTINGS AND HYDRAULIC TESTING OF SYSTEMS"", ""parent_section"": ""Installation of taps""}",True
MEVO-ME-MEKA-KAME_KAKATOSA,"15kch18r straight-through valve, coupling connection to the pipeline, nominal pressure ME.NE MPa, nominal diameter 40 mm",material,Pipes & Fittings,pcs,33.21,33.21,33.21,EUR,1,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 33.21, ""price_variants_count"": 1, ""avg_cost_per_use"": 33.21, ""avg_quantity_per_use"": 1.0, ""used_in_rate_codes"": 1, ""row_type"": ""Resource"", ""is_material"": true, ""is_machine"": false, ""is_abstract"": false, ""parent_category"": ""CONSTRUCTION WORK"", ""parent_collection"": ""Internal piping"", ""parent_department"": ""INSTALLATION OF SANITARY FITTINGS AND HYDRAULIC TESTING OF SYSTEMS"", ""parent_section"": ""Installation of taps""}",True
MEVO-TO-KAME-KATO_KAKAKARI,"Watering hoses, diameter 32 mm",material,Water & Utilities,m,11.11,11.11,11.11,EUR,1,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 11.11, ""price_variants_count"": 1, ""avg_cost_per_use"": 222.25, ""avg_quantity_per_use"": 20.0, ""used_in_rate_codes"": 1, ""row_type"": ""Resource"", ""is_material"": true, ""is_machine"": false, ""is_abstract"": false, ""parent_category"": ""CONSTRUCTION WORK"", ""parent_collection"": ""Internal piping"", ""parent_department"": ""INSTALLATION OF SANITARY FITTINGS AND HYDRAULIC TESTING OF SYSTEMS"", ""parent_section"": ""Installation of taps""}",True
MEVO-TO-KAME-KAME_KAKASARI,"Head for connecting watering hoses, diameter 32 mm",material,Water & Utilities,pcs,5.43,5.43,5.43,EUR,1,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 5.43, ""price_variants_count"": 1, ""avg_cost_per_use"": 10.86, ""avg_quantity_per_use"": 2.0, ""used_in_rate_codes"": 1, ""row_type"": ""Resource"", ""is_material"": true, ""is_machine"": false, ""is_abstract"": false, ""parent_category"": ""CONSTRUCTION WORK"", ""parent_collection"": ""Internal piping"", ""parent_department"": ""INSTALLATION OF SANITARY FITTINGS AND HYDRAULIC TESTING OF SYSTEMS"", ""parent_section"": ""Installation of taps""}",True
MEVO-ME-MEKA-KAME_KAKATOPU,"15kch18r straight-through valve, coupling connection to the pipeline, nominal pressure ME.NE MPa, nominal diameter 32 mm",material,Pipes & Fittings,pcs,23.62,23.62,23.62,EUR,1,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 23.62, ""price_variants_count"": 1, ""avg_cost_per_use"": 23.62, ""avg_quantity_per_use"": 1.0, ""used_in_rate_codes"": 1, ""row_type"": ""Resource"", ""is_material"": true, ""is_machine"": false, ""is_abstract"": false, ""parent_category"": ""CONSTRUCTION WORK"", ""parent_collection"": ""Internal piping"", ""parent_department"": ""INSTALLATION OF SANITARY FITTINGS AND HYDRAULIC TESTING OF SYSTEMS"", ""parent_section"": ""Installation of taps""}",True
DXME-RIME-RIRI_MEPUME,Hydraulically driven reinforced concrete breakers (hydraulic wedges),equipment,General,Machine hours,9.73,9.73,9.73,EUR,1,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 9.73, ""price_variants_count"": 1, ""avg_cost_per_use"": 10.22, ""avg_quantity_per_use"": 1.05, ""used_in_rate_codes"": 1, ""row_type"": ""Resource"", ""is_material"": false, ""is_machine"": true, ""is_abstract"": false, ""parent_category"": ""CONSTRUCTION WORK"", ""parent_collection"": ""Earthworks"", ""parent_department"": ""OTHER TYPES OF EARTHWORKS, PREPARATORY, ACCOMPANYING AND REINFORCEMENT WORKS"", ""parent_section"": ""EXCAVATION OF PERMANENTLY FROZEN AND ROCKY SOILS"", ""machine_class"": ""Mechanized tools, devices, machines, other units"", ""electricity_kwh_per_hour"": 0.73, ""electricity_cost_per_unit"": 0.1}",True
KAVO-TO-MERI-KANE_KAKAMEME,Alloy steel,material,Steel & Metal,kg,2.32,2.32,2.32,EUR,1,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 2.32, ""price_variants_count"": 1, ""avg_cost_per_use"": 255.29, ""avg_quantity_per_use"": 110.0, ""used_in_rate_codes"": 1, ""row_type"": ""Resource"", ""is_material"": true, ""is_machine"": false, ""is_abstract"": false, ""parent_category"": ""EQUIPMENT INSTALLATION"", ""parent_collection"": ""Process pipelines"", ""parent_department"": ""EMBEDDED AND SELECTIVE DEVICES FOR AUTOMATION SYSTEMS"", ""parent_section"": ""EMBEDDED DEVICES FOR AUTOMATION SYSTEMS""}",True
RIPU-ME-KARI-KAME_KAKARIRI,"Galvanized metal double-jaw clamp with two quick-release locks and rubber profile for fastening pipelines, M8 fastening nut, diameter from 80 to 86 mm",material,Steel & Metal,pcs,4.84,4.84,4.84,EUR,1,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 4.84, ""price_variants_count"": 1, ""avg_cost_per_use"": 155.01, ""avg_quantity_per_use"": 32.0, ""used_in_rate_codes"": 1, ""row_type"": ""Resource"", ""is_material"": true, ""is_machine"": false, ""is_abstract"": false, ""parent_category"": ""EQUIPMENT INSTALLATION"", ""parent_collection"": ""Process pipelines"", ""parent_department"": ""PIPES AND FITTINGS FOR AUTOMATIC FIRE EXTINGUISHING SYSTEMS"", ""parent_section"": ""Installation of pipelines made of fire-resistant polypropylene pipes and fittings reinforced with fi""}",True
MEVO-TO-KAME-KAME_KAKASAME,"Fire hose connection head, pressure hose GR, pressure ME.RI MPa, diameter 25 mm",material,General,pcs,4.65,4.65,4.65,EUR,1,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 4.65, ""price_variants_count"": 1, ""avg_cost_per_use"": 9.3, ""avg_quantity_per_use"": 2.0, ""used_in_rate_codes"": 1, ""row_type"": ""Resource"", ""is_material"": true, ""is_machine"": false, ""is_abstract"": false, ""parent_category"": ""CONSTRUCTION WORK"", ""parent_collection"": ""Internal piping"", ""parent_department"": ""INSTALLATION OF SANITARY FITTINGS AND HYDRAULIC TESTING OF SYSTEMS"", ""parent_section"": ""Installation of taps""}",True
MEVO-ME-MEKA-KAME_KAKATOTO,"15kch18r straight valve, coupling connection to the pipeline, nominal pressure ME.NE MPa, nominal diameter 25 mm",material,Pipes & Fittings,pcs,16.98,16.98,16.98,EUR,1,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 16.98, ""price_variants_count"": 1, ""avg_cost_per_use"": 16.98, ""avg_quantity_per_use"": 1.0, ""used_in_rate_codes"": 1, ""row_type"": ""Resource"", ""is_material"": true, ""is_machine"": false, ""is_abstract"": false, ""parent_category"": ""CONSTRUCTION WORK"", ""parent_collection"": ""Internal piping"", ""parent_department"": ""INSTALLATION OF SANITARY FITTINGS AND HYDRAULIC TESTING OF SYSTEMS"", ""parent_section"": ""Installation of taps""}",True
MEVO-TO-KAME-KAPU_MEKAKARI,"Hand-held fire hose nozzle, diameter 50 mm",material,General,pcs,6.41,6.41,6.41,EUR,1,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 6.41, ""price_variants_count"": 1, ""avg_cost_per_use"": 6.41, ""avg_quantity_per_use"": 1.0, ""used_in_rate_codes"": 1, ""row_type"": ""Resource"", ""is_material"": true, ""is_machine"": false, ""is_abstract"": false, ""parent_category"": ""CONSTRUCTION WORK"", ""parent_collection"": ""Internal piping"", ""parent_department"": ""INSTALLATION OF SANITARY FITTINGS AND HYDRAULIC TESTING OF SYSTEMS"", ""parent_section"": ""Installation of taps""}",True
MEVO-TO-KAME-KARI_MEKAKASA,Pressure fire hose with chemical or natural fiber reinforcement for fire hydrants without RPK-SAKA-ME.KA heads,material,Concrete & Cement,m,1.72,1.72,1.72,EUR,1,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 1.72, ""price_variants_count"": 1, ""avg_cost_per_use"": 17.19, ""avg_quantity_per_use"": 10.0, ""used_in_rate_codes"": 1, ""row_type"": ""Resource"", ""is_material"": true, ""is_machine"": false, ""is_abstract"": false, ""parent_category"": ""CONSTRUCTION WORK"", ""parent_collection"": ""Internal piping"", ""parent_department"": ""INSTALLATION OF SANITARY FITTINGS AND HYDRAULIC TESTING OF SYSTEMS"", ""parent_section"": ""Installation of taps""}",True
MEVO-TO-KAME-KAME_KAKAPUME,"Fire hose connection head, pressure hose GR, pressure ME.RI MPa, diameter 50 mm",material,General,pcs,2.99,2.99,2.99,EUR,1,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 2.99, ""price_variants_count"": 1, ""avg_cost_per_use"": 8.98, ""avg_quantity_per_use"": 3.0, ""used_in_rate_codes"": 1, ""row_type"": ""Resource"", ""is_material"": true, ""is_machine"": false, ""is_abstract"": false, ""parent_category"": ""CONSTRUCTION WORK"", ""parent_collection"": ""Internal piping"", ""parent_department"": ""INSTALLATION OF SANITARY FITTINGS AND HYDRAULIC TESTING OF SYSTEMS"", ""parent_section"": ""Installation of taps""}",True
MEVO-ME-MEKA-KARI_KAKAKARI,"Fire valve 50-10 for water, nominal pressure ME.KA MPa, nominal diameter 50 mm",material,Pipes & Fittings,pcs,35.56,35.56,35.56,EUR,1,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 35.56, ""price_variants_count"": 1, ""avg_cost_per_use"": 35.56, ""avg_quantity_per_use"": 1.0, ""used_in_rate_codes"": 1, ""row_type"": ""Resource"", ""is_material"": true, ""is_machine"": false, ""is_abstract"": false, ""parent_category"": ""CONSTRUCTION WORK"", ""parent_collection"": ""Internal piping"", ""parent_department"": ""INSTALLATION OF SANITARY FITTINGS AND HYDRAULIC TESTING OF SYSTEMS"", ""parent_section"": ""Installation of taps""}",True
RITO-TO-KATO-KARI_KAMEVOLI,"Seamless hot-rolled steel pipes with chamfered edges, steel grades 10, 20, 35, outer diameter 426 mm, wall thickness 9 mm",material,Steel & Metal,m,298.63,298.63,298.63,EUR,1,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 298.63, ""price_variants_count"": 1, ""avg_cost_per_use"": 773.45, ""avg_quantity_per_use"": 2.59, ""used_in_rate_codes"": 1, ""row_type"": ""Resource"", ""is_material"": true, ""is_machine"": false, ""is_abstract"": false, ""parent_category"": ""CONSTRUCTION WORK"", ""parent_collection"": ""Internal piping"", ""parent_department"": ""WATER METERS AND METERING UNITS (COUNTERS)"", ""parent_section"": ""Installation of water meter units with piping manufactured at the installation site, with a bypass l""}",True
